"text"	"id"	"code"
" carry film intact regular cast swansong hattie jacques sid james dick turpin sid james gang includes harriett harry barbara windsor tom doc scholl peter butterworth terrorise countryside staging highway robberies stand deliver owing increased occurrence turpin robberies captain desmond fancey bow street runners kenneth williams sidekick sergeant jock strapp jack douglas visit turpin area influence bring justice express orders sir roger daley bernard bresslaw intellect count increasingly suspicious reverend flasher aka dick turpin sid james confided earlier rector part robberies catch harriett put jail sir roger daley takes complete charge hope dick turpin sir roger assigned dimwits fancey jock strapp aswell dithering constable kenneth connor eye prisoner doubt sid james carry movie excels double roles carry don lose head performance flasher turpin hilarious barbara windsor funny harriett sex mad housemaid member gang hattie jacques small effective role rector housekeeper martha hoggett played perfection jack douglas plays milder version excruciatingly annoying screen persona kenneth williams mundane part peter butterworth allowed shine boring performance tom bernard bresslaw character appears briefly film notable performance support cast joan sims madame desiree travelling country escorting starlets birds paradise sporting fake french accent girls robbed turpin determined catch helps reverend find culprit carry numbers movie notable great performance sid james carry movie jokes bluer script poorer script written talbot rothwell music marked improvement regulars motions high spirits earlier films apparent selection crude jokes repititive double entendres "	97	"Negative"
" world land big starring tim roth pruitt taylor vince bill nunn clarence williams iii rated legend year absurd movie rambling nonsensical piece seafaring garbage fast stars thespian extraordinaire tim roth wistful guy named heard actuality born ocean liner uh abandoned adopted danny ship crewman spends early years hiding bowels ship danny fear visa matters starts wondering ship day discovers grand piano sits starts playing miraculously beautiful group onlookers gathers watch stunning prodigy make amazing music young age people tells playing piano permission totally regulations replies ck regulations ho ho ho grows setting foot dry land ish play piano business onboard musician max pruitt taylor vince plays trumpet catches max barfing storm sits piano takes piano braces plays piano flies hall taking chair sitting piano don separate don apparently isn kind thing supposed max friends max determined ship discover missing land intention doesn music record company hears talents board make record music finding gasp make millions copies breaks record conflict movie max unsuccessful endeavor ship stumbles record music store record shouldn exist stepped dry land record made ship broken ladies gentlemen mystery story ludicrous uninteresting elements supposed roused climactic piano duel isn movie potential compel whiny brooding extremely unlikable man recall single word sort depressing pseudo meditation life ditto max doesn life friendship tim roth plays panache fig leaf spirit gusto character insists leads happy life ship dead pruitt taylor vince palatable providing moment comic relief liven things bit highlight movie eminently amusing clarence williams iii arrogant leering king jazz challenges aforementioned piano duel legend made giuseppe tornatore cinema paradiso considered masterpiece effort utterly limp lifeless ridiculous boring narrow sighted pointless movie quickly forgotten "	98	"Negative"
" watching wes anderson rushmore surprising role max fischer film anti hero written jason schwartzman mind young actor making film debut year student exclusive rushmore academy perfect role shock anderson auditioned thousand prospective stars discovering schwarztman schwartzman plays max student interested extra curricular activities writing edgy plays serpico president rushmore beekeepers sees grades suffer result brink thrown lands hot water falls grade teacher rosemary cross olivia williams enlists millionaire acquaintance herman blume great bill murray build aquarium rushmore baseball field honour involved blume finds feelings miss cross max plans woo max written characters ve schwartzman plays perfection finest comedy performances age pointed reminiscent young dustin hoffman reminded paul years visual standpoint avoids typecasting weird quirky loner types earn good career bill murray equal blume displaying depth haven isn performance honour groundhog day terrific williams isn react schwartzman murray fine work rushmore long isn perfect film definate rarity american coming age film works excessive amount sentimentality anderson created modern classic star luck rise greater success "	99	"Positive"
" femme la femme nikita baldwin backdraft sliver fair game cindy crawford anne parillaud william baldwin conspire make shattered image biggest piece hooey stallone stone thriller specialist film poses question life living dream dreams reality woman haunted recurring recurring recurring nightmare hired assassin hired assassin haunted recurring recurring recurring nightmare honeymooning william baldwin jamaica doesn matter time shattered image runs painful pedestrian won care lives parillaud siouxsie sioux black wig black emotionless eyes black leather clothing seattle based assassin scenes moping karen carpenter jamaica scenes play endlessly film result boring complicated plots entertaining helps interesting characters crisp dialogue modicum style shattered image isn complex stupid boring parillaud baldwin aren shakespearean material begin saddled leaden dialogue characters chance breaking free cardboard confines lines don beg insist woman parillaud character talking cat reason couldn care huh wonderful bathroom interchange early film give couple minutes ll charm pants don kind time talking pants parillaud clothes faster point return expect billy baldwin nice learned characters learn karen interesting cereal box crybaby imagines voice end phone stranger sends flowers husband killer siouxsie chromium cool tough nails crack killing machine shoots couple mirrors order justify film meaningless stock title baldwin interested parillaud nest egg pave paradise put parking lot time graham greene shows killed barbet schroeder reversal fortune produced ashamed fun watch bad movie shattered image makes agonizingly clear isn "	100	"Negative"
" traffic violation dr daniel review turn dr rating critical condition deal ll grant day ll vacation part job hey ve stretch weekend day outing friday slow day monday ain pick ve give martha nell call favor sweetheart bump man ferguson boil lancing tuesday morning miss audrey ll swing house monday evening trick knee back line simple sentence ve nice day fishing trip boys trip cherokee jackpot bingo assorted mountain funnery point day ve worked silly months relax bit sleep eat pancakes noon microwave egg shell watch pro wrestling sound listen barry white records high speed circumstances spend vacation thing living don make final product ten times worse time hear sob stories oliver stone apparently thought needed break making important films cool found hinky book decided make movie cool ollie sage good story hot cast make pointless worthless films decade eager meet day buy stoli eye wide world sports thinking turn ll stand staring til straight answer sean penn stars turn bobby drifter troubles back heading cross desert minus fingers mustang ragtop blows radiator hose stranding superior arizona held ignorant inbred turtleneck hick mechanic named darrell darrell puts hose ride bobby walks town cooking needless superior arizona shiny scrubbed home things lovely bobby meets grace jennifer lopez invites back place drape hanging domestic issues issues starting grace husband jake storms check day elks lodge convention beats bobby silly bobby takes road meet jake jake asks bobby kill grace grace asks bobby kill jake murderous arizonians gotta love em sounds familiar congratulations win kewpie doll story straight shoplift red rock west cult favorite years back john dahl maker phenomenal seduction contest doesn end guys gals steals russ meyer movies town horny sweaty town bad day black rock minus train busty women speak schwarzenegger film ll hero bobby bobby mudhole stomped keister dozen times ribs stove fifteen times bit tarantula shot ends vultures circling overhead shaving nick bobby terminator stretch bit finger discount doc hollywood story occurs car trouble forcing main character stay mercy town mechanic working book ollie totally blame blatantly copping ideas expect man make alternative history united states craft original ideas exposing negative hadn brought cast amounts group toe stub sean penn great performance jennifer lopez nick nolte target playing top caricatures stereotype characters thing movie watching penn react madness figure blankety blank bad fun watch happening sit mess film turn bad film fan technique oliver stone ve robert richardson usual cinematographer rob ollie shoot flick great camera angles shifting viewpoints wicked colors nice pictures pictures stare xeroxed envelope hours figure tilt whirl point loser film plot twists thing repetition unforgivable dang unforgivable movie ve past years oliver body work sniff ve nice limit doors movie films platoon jfk wall street nixon give plenty dig scripts respectable budgets screen actors don dog turn kicking back fun fine don movie potential police academy sequel imagine big comedy remake mad mad mad mad world drop limp turn pocket expect accept oliver stone movie question stinks week snook fun wrong fun wrong jail "	101	"Negative"
" ultimate match good evil untouchables excellent movie deeper examined rivalry based television show title untouchables exaggeration real life events place fits perfectly beautifully filmed action sequences excellent acting memorable score clever script film takes place chicago prohibition era mobsters led ruthless al capone run underground market liquor demanding public elliot ness small force men untouchables attempt impossible stop capone maintain peace order ness learns order stabilize peace bend laws fact capone evil apparent scenes film begins capone played perfectly deniro declaring violent man firm believer laws film quickly transfers scene capone men bombs restaurant innocent people including girl point capone evil kills hesitation lying bastard minutes film de palma created hatred capone shows man brought costs developed hatred film hero ness introduced found approach clever small duration time great amount admiration ness equal amount hatred capone film point formation untouchables group men wearing long dark overcoats hats walk unison forward walk streets observed feared citizens holding shot guns pistols hands stop criminals image vigilantes influenced future films mind matrix neo morpheus trinity rest gang virtual world wearing futuristic outfits style similarities countless untouchables hippest bravest heroes action film members capone army member special group characteristics separated elliot ness played perfect ingenuity kevin costner character surely grows film begins man determined follow laws matter unfair film develops ness beliefs involving law shattered realizes trusted members side begins lose stability adversaries begin murder friends anger thunderous longer hold sean connery won academy award supporting actor role plays malone aging cop decides make final run member untouchables malone acts mentor ness teaches chicago things attack knife attack gun connery plays character exact amount wit experience needed andy garcia wonderful job george stone young man police officer ness grows begins teach stone valuable lessons malone taught charles martin smith fantastic final member attempts income tax offense capone smith perfect role adds valuable comic relief film action scenes beautifully choreographed similar matrix exciting intense western battle famous confrontation train station steps scenes thought executed score scenes ingeniously adds excitement pounding drum beats act rhythm actors combination image music impressive effective real life untouchables excessively glorified film pure entertainment unique blend great acting great directing great action scenes capone baseball bat train station stuck mind years make vivid "	102	"Positive"
" bad film fact good achieving purpose wished film end quickly event horizon run mill sci fi film watched agree original sense borrow heavily films alien hellraiser blade runner magic film lies unorthodox setting methodical build makes wonderfully horrifying story brings year space travel enormously progressed event horizon ship built secret experimental purpose ability fold time space making travelling distances reachable man lifetime ship disappeared operation years reappeared orbit neptune search rescue team led miller fishburne task check survivors event horizon designer ship dr weir neill satisfy curiosity happened technologically impressive ship event horizon sci fi horror film truer word alien alien crew cope ferocious creature encased tight spaces event horizon forces crew undefined powerful horrifying story unfolds slowly suspense buildup superb till point felt loud stand anymore jolts send adrenalin pumping overtime story exciting acting average commercial standards essence horror carried film paced storytelling disturbing set designs gory sequences incidentally generously removed censorship board director paul anderson mortal kombat team atmosphere creators keeping event horizon bounds term horror picture box office dread factor impact audiences people recommend friend watch face event horizon molded mass entertainment thrills spills suspense audiences focus offbeat horror element ultimately convey audiences disturbing friend word experience event horizon guess immense feeling dread film cast forewarned film faint hearted pure entertainment prepared disturbed decide watch film event horizon highly recommended risk long time good horror embraced big screen event horizon "	103	"Positive"
"brian de palma director bought carrie dressed kill mission impossible back bought technical expertise sadly forget bring good story believable characters nic cage plays rick santaro fast talking cop watching boxing match friend commander kevin dunne sinise assassination takes place santaro peace place work roles people involved conspiracy film flashbacks video cameras bring mystery film doesn mystery long big secret kevin dunne film dead end fantastic shots de palma including minute steadicam shot start film halfway film drops dead problem de palma doesn strong story characters work offshoot flashy camera techniques pretty effect audience quickly bored nic cage gary sinise inject life poorly realised characters boring faceless completely unlikeable problem film root supposed cage side character nicer film change sadly unbelievable poor gary sinise character terrible completely start middle end appalling film flashback quickly boring clever interesting times quickly apparent flashbacks film don increase tension suspense movie small thread suspense running film doesn make film powerhouse thriller slightly average script lousy contrived characters flat dimensional good factors film passing thriller depressing aspect film potential good story buried snake eyes bogged razzle dazzle flashbacks quickly leaving big twist end performances intriguing newcomer carla gugino sexy number cruncher wrapped case altering fact snake eyes terminal case style substance big fan cage flash directing avoided david wilcock review kids norville barnes "	104	"Negative"
" home video rented things movies make start analyze things everyday life thought films secondary issue dark city entire film committed philosophizing theorizing human memory defines poignant theme made absolutely beautifully constructed film kind story setting happen movie role playing computer game called ja player takes role man remember goal gather clues figure overcome conflict premise film unlike game time don control protagonist begin meeting seemingly ordinary man living extremely dark dirty city city reality isn neo gothic la batman blade runner fully developed genre completely learn john murdoch sewell idea fact fact dead body corner enhance feeling paranoia mysterious hurried call telling leave immediately chilling opening scene long define setting film bizarre horrific tone man doesn interesting follow viewers idea sympathize identify fact stories begin impossible history character feelings values morals ve observed case total feeling amnesia excellent tool characterization developing mood outlining story eventually semblance plot begins unfold appears john serial killer wanted police met inspector frank bumstead hurt quiet unemotional soft spoken deadpan man appears trail killer time important characters introduced dr daniel schreber sutherland neurotic psychiatrist claims john doctor emma murdoch connelly jazz singer dolled caraciture dick tracy serials leading lady film noir movies schreber contacted john reasons continually revealed film contacts emma helps film reveal seemingly complex mysterious back story absolutely appears dark city makes fascinating continual scenes confusion vertigo filmmakers significance intricate detail single shot lighting art direction production design don afford gratuities keeping reaching maximum potential continuing follow john wanders strange place unlike real world realize hoax city subject experiment conducted race aliens understand makes humans tick efforts save extinction film tagline night reasons explained appears john possesses telekinetic powers pretty mind conceive process tuning aliens bald human men pasty skin possess power en masse change city night midnight time humans fall asleep made awake continue left begin life idea premise interesting director screenwriter alex proyas film consistently mysterious regard provide explanations dr schreber assistant strangers synthesize memory chemical form aliens mix match memories city population change process creates good deal deep thought provoking philosophies applied real world film errs playing idea memory versus human heart makes person main characters closely intertwined seemingly complex murder mystery happened start expected emotions distant static cold mediocre performances hurt connelly don john realizes emma wife feel emotional bond scenes crucial film plot expected genuine love part film climax ending proyas inferring film manages convey fullest sense ironically made film crow work similar theme struggling find hope human spirit identical dark twisted world dark city messenger mistaken message film means bad consistently entertaining enjoyable lot notably sheer visual style accounts half reasons film story story original hollywood years dark city movies escape real world "	105	"Positive"
" rule fight club don talk fight club quote deals directly opinion film frankly worth mentioning director david fincher completely edge crude humor intolerable script hours minutes pure torture surprised didn walk show hype kills rare film hyped fight club turns noteworthy exception story edward norton insomniac enlighten dull life variety disease therapy sessions meets marla helena bonham carter norton claims wrecking pleasurable lifestyle spots session attended apparently disease sessions life literally living pain person thing things worse norton assigned job calls traveling plane meets tyler durden brad pitt men develop bond bar golly drunk pitiful characters fight stuff fighting catches pathetic loser attention club formed mess manages lie message fincher shows society robots work jobs things step step insanity brain makes things worse blame call crazy common knowledge fincher acting film moodier poignant reasons fails miserably good actors solid actress manage weaken story couldn hide face shame norton beats bloody pulp shows desperate script attention guess brad pitt role felt beating bothersome depressing character made disgusted million fee showed money helena bonham carter purpose popped screen mumbled lines smoked left continues hours film drags headache bigger fight club nears end film hits rock bottom conclusion interest mere minutes backs continues move snails pace side note trailer shows redeeming elements film coincidentally lasts amount time trailer fincher regret making film learn lesson concentrating atmosphere key moment won good support afraid immature men respond film violence thing world people praising leader pointless cult film ends glad home advil ll enjoy film offer agree ed norton ing stupid "	106	"Negative"
"annie wilson cate blanchett widow struggles raise children small town georgia asked local authorities solving case missing woman annie psychic involuntary bouts supernatural past future physically feel actions happenning envisions gift leads arrest nasty wife beater killed pretty rich girl found swamp property ultra conservative backwoods town testimony based psychic visions hold court man good keanu reeves giving performances career loathable redneck donnie barksdale film good lame unoriginal screenplay predictable ending suspense scenes plain boring ridicously trite characterization makes entire south ingnorant hateful goobers relentless emotional sensationaliztion critique gift movies makes ve story collection cliche stereotype south made coming yankee dislikes south established talented director sam raimi unable provide kind originality film predictable scene screenplay written rip photocopied bootlegged play nasty murder suspect didn surprise real villain turns motive sigh trite supernatural thriller scary intense cliche gift basically glorified movie "	107	"Negative"
"robin williams comedic genus film space move flubber straps straitjacket covers duct tape stuffs coat closet piles furniture door make doesn make absent minded professor disney offers proof recycling films darned cat dalmatians dressed newest money machine home mouse roared professor phillip brainard williams terminally forgetful scientist teaching small college fiancee sara jean reynolds marcia gay harden president college happy left waiting altar due lack short term long term memory giving chance blows chance invents flubber flying rubber excited discovery sara jean awaiting white dress tardiness helped jealous flying robotic assistant bad news flubber green jello magnify reflect energy applied brainard realizes commercial potential goo save school bankruptcy town evil industrialist charles hoenicker raymond barry busy breakthrough slighted sweetheart wooed sleazy rival wilson croft christopher mcdonald flying car flubber enhanced basketball game assortment broken lab equipment bit interesting funny point son looked audience asked people laughing williams turns inspired roles easily lively actors half asleep make successful respect feels bad disney movie sixties remember original charming guess memory decades ago artificially enhanced years updates fred macmurray flying model replaced bird faithful dog charlie weebo hovering robot biggest change sophisticated computer animation films show special effects entertaining flubber anthropomorphized supposedly personality gloop arms legs splits tiny gloopettes big dance number story reason create merchandising opportunities kids badger parents taking mcdonalds toys contributing plot big problem aspects film move story don make sense discovery flubber save college brainard sell flying car ford half brain intelligent flying automaton worth billions unbelievable lover lover disney starts dating croft aborted wedding appealing component man professor discovers smearing golf ball gunk bounce uncontrollably lab wreaking havoc cringed picked bowling ball guy forgetful venturing certifiable writer john hughes direct light weight thoughtful teen films care pretty pink breakfast club window home franchise heated box offices home flubber features couple vapid goons banged cute boy screams lot ways difficult judge film suspicion target audience measure age digits "	108	"Negative"
"damn trailers advertising film reveals contents glued sand film retains excellent performance charlotte rampling mature francois ozon director chair marie charlotte rampling husband jean bruno cremer lounge beach takes nap swim marie wakes jean found contacts authorities find disappear start life killed accident commit suicide marie asks questions year order move life find answers fine premise movie limit film moves leisurely pace bit slow relaxing visual story pretty sit back reading subtitles excellent camera work antoine heberle jeanne lapoirie shot film dreamy haze lead performance rampling rampling expressive portrayal marie connect character instantly delusional scenes interacts husband believes alive heartbreaking ve married twenty years actors jacques nolot excellent sex film unneeded compared ozon criminal lovers disney channel discussion sand fine movie experience hard recommend entertainment fine adult alternative deal loss ozon hard question answer "	109	"Positive"
"synopsis mentally unstable man undergoing psychotherapy saves boy potentially fatal accident falls love boy mother fledgling restauranteur unsuccessfully attempting gain woman favor takes pictures kills number people comments stalked seemingly endless string spurned psychos revenge type movies stable category film industry theatrical direct video proliferation due part fact typically inexpensive produce special effects big stars serve vehicles flash nudity allowing frequent late night cable television stalked wavers slightly norm respect psycho affair contrary rejected quickly psycho typically lover wife husband stalked redundant entry doomed collect dust video shelves viewed midnight cable stalked provide suspense sets interspersed opening credits instance sounding narrator spouts statistics stalkers ponders man stalk implicitly implied stalkers men pictures boy shown screen credits snapshot actor jay underwood appears narrator states story daryl gleason tells audience stalker story restauranteur brooke daniels movie meant daryl called stalker stalked stalker movie starts guesswork required stalked proceeds begins obvious obvious obvious opening sequence contrived bit brings daryl brooke victim daryl obsesses brooke woo ultimately rejected plans desperate elaborate plans include time psycho love cliche murdered pet reason genre films require dead pet found victim stalked stalked exception cat time found shower events lead inevitable showdown stalker stalked survives guess invariably ll guess conclusion turkey stalked cast uniformly adequate write home bad jay underwood stalker turns melodrama bit overdoes words manages creepy pass type stalker story demands maryam abo actor close star played bond chick living daylights equally adequate stalked title ditzy times strong independent business owner brooke abo ditzy plot proceed end brooke suspicions daryl ensure won excuse brooke decides return toolbox left place house leave toolbox door answers door opens wanders house daryl returns enters house heroine danger car parked front house front door daryl oblivious presence inside episode places incredible strain audience suspension disbelief questions validity character intelligence stalked receives stars highly derivative boring bad watched rated murder scenes nudity strip bar offensive thrillers genre mood good suspense film stake "	110	"Negative"
" originally trailer analyze months ago admit thought looked kind lame commercials started popping week ago thought looked outright bad analyze finally opened days ago odd thing happened great reviews critics proclaiming hilarious dead parody mob movies praise figured good headed theater expression trust gut instincts turns expression valid gave credit analyze slow unfunny badly acted don wrong deniro top ten greatest actors century league problem didn approach material plays character mob boss paull vitti realm comedy drama played character straight lines leslie nielson naked gun series lot successful plays character completely moments laughs doesn work creates uneven character breaks deniro mold movie badly paced takes crawls scene forward momentum blame script obvious writer good idea movie mob boss faces breakdown services psychiatrist established movie doesn formula film billy crystal deniro deniro forces wackiness ensues formula sorts repeated times movie ve ll thing matters comedy funny analyze funny pacing bad acting wouldn bothered busy laughing notice chuckled times funny scene dead parody godfather sadly don audience realized parody laughing sense humour realize vastly general population loathed mary loved baseketball movie funny office space full genuine laughs won leave glancing watch minutes analyze "	111	"Negative"
" real tangible proof swear lot producers hollywood adamantly bad script written bad writer give project equally bad director make good movie logic change bad movie good movie cast bunch super famous actors provide unlimited production budget fathom century fox hired jon amiel order direct eighty million dollar waste time counting time theatre continue ferociously attack wrong film point reasons fails miserably potential exciting thriller catherine zeta jones plays virginia baker insurance investigator tracking infamous art thief named robert macdougal sean connery ve hollywood blockbuster don spend time frivolous plot details team jobs stealing things purposes problem ve billion times film doesn break ground big budget hollywood action genre result entire production feels contrived completely honest pretty thing keeping awake run time catherine zeta jones compliment ms zeta jones isn writers director clever profound thought inject film macdougal lecture baker semantic difference entrapment blackmail eighty million dollar budget entrapment feature edge seat action scenes breathtaking special wrong action present film takes place huge skyscraper unspectacular involved entrapment die hard narrowly beat screen years reality minutes watching picture happen pathetic attempts screenplay throw plot twists scenes exist reason outfit zeta jones extremely tight fitting clothing scene features baker crawling avoid laser beams steal ancient chinese mask wrong entered room floor knew mask didn macdougal tunnel directly mask side room ll great excuse photograph zeta jones posterior slides underneath beams scene exact thing rehearsal ving rhames makes appearance movie great screen presence connery zeta jones interesting character film rescue film depths boring film abyss concept invented describe picture complaint entrapment littered instances macdougal slip shadow building obstructed moving vehicle shot ll spontaneously disappear ninja fashion picture amiel patting back thinking ll leave audience wondering days jon called editing "	112	"Negative"
"poster boy dependency patching patch adams film review michael redman copyright michael redman mediocrity pox civilization heavily consumer oriented society enormous demand churn stuff happen economy didn feel things make buy businesses produce ton product sheer volume items necessitates dubious quality film industry order studios survive make money prevailing attitude films equal profit movies exist put wares screen talented people aren great directors actors create number films reason crossed mind real equation quality films profit mediocre films pain audience horrendous good time making fun bad movies suggesting patch adams tossed rake bucks guess asleep wheel features accomplished actor potentially engrossing story dull hunter patch adams robin williams desire doctor unusual genesis checking mental institute suicide attempt discovers patients clowning patch poster boy dependency explains likes devoting doesn focus problems decides physician leaves place couple years enrolls medical college virginia med student patch antics school hospital catch attention arch enemy straight laced dean walcott bob gunton dean opposed goofiness patch kicked school top students writes patch academic file shows excessive happiness walked film knowing history wondered odd mechanical pacing reason set early seventies struck based true story movie adaptation book hunter adams founded gesundheit institute free clinic robin williams amazing actor adept dramatic roles forte top free spirits makes failure remarkable patch character scene mental patient battling fierce imaginary squirrels falls flat holds back rest cast dimensional film champions patients human beings curious cardboard characters peter coyote man dying cancer refreshing real person film minutes audience blatantly lead ring nose scene scene left emotional decisions hit head shaved headed children cancer elderly woman patch makes laugh beautiful woman love abusive history group students fix house clinic andy hardy hey put play barn mom make curtains mode laugh roll painting giant signs flashing feel good feel bad patch good title film patchwork manipulative scene full life student fights stodgy establishment types touching death film doesn trust time dean kick patch worst final courtroom bit scary men sit judgment man people room packed patch supporters williams makes supposedly impassioned speech humanity emotion earlier statement humans animal kills members species truth blame director tom shadyac screenwriter steve oedekerk shadyac directed ace ventura movie oedekerk directed real adams admired devotion treating patients people diseases film number worthy messages state modern medical business hmos managed care doctors gods theme resonate number people poorly produced care "	113	"Negative"
" recent years harrison ford grave screen presence scowling likes tom clancy jack ryan series thefugitive year smash airforceone wonders rogue charm made superstar completely drained system apparently lying dormant ivan reitman enjoyable romantic comedy adventure sixdays sevennights lovable scoundrel back giving audiences fresh reminder ford enduring popular modern screen icons ford plays quinn harris carefree slightly slobby endearingly pilot tropics broken plane crashes storm stranding charter york magazine editor robin monroe anne heche deserted island sophisticated robin salt earth quinn odds long plane manner hostile repartee exchanged meeting lines fall flat formulaic motions work unexpectedly electric chemistry ford heche actors largely works late liberated lack dramatic weight shoulders deliver zingers weak beguiling abandon naturally life threatening crisis bring people quinn robin warmup sped arrival bloodthirsty pirates granted conflict needed introduced island tacked development writer michael browning bit thrown purpose adding gratuitous action scenes point newfound affection complications robin islands vacation fiance frank david schwimmer frantically awaits return home island reitman reliable hand breezy comedies pace brisk capably handles action oriented sequences big accomplishment bringing smiling ford back appealing charismatic ford hasn charming affable years blast audience holding heche scrappy character screaming ninny initially promises plane frantically pops stress pills lumps physical quinn making formidable foil ideal match formulaic light feather sixdays sevennights cited classic summer popcorn movie season lack substance fluff unpretentious undemanding importantly fun fluff easily frothy pina colada balmy tropical beach pass popcorn "	114	"Positive"
" animal marginally inspired comedy manages lumber generating momentum stalling clunky slow watching wheeler accelerate hill things time ve trailer plot funniest moments story centers bland marvin rob schneider evidence clerk local police department yearns real officer afflicted loser itis dogs attack neighbors torment children bully workers ignore truthfully bad haircut seemingly modeled weird al yankovic richard giant poodles unenthusiastic demeanor throw tomatoes fun bad character develop sympathy drives cliff plummets canyon floor marvin found eccentric doctor michael caton radical experimental procedure save implanting doofus animal parts organs result marvin develops heightened senses increased agility speed smell drugs hidden body swim speed dolphin run fast cheetah imagine comedic possibilities arise operation enhanced abilities reap vengeance shunned spirit film takes raunchy turn marvin spends time subdue satiate voracious appetite animalistic sexual urges goats beware chases cats urinates mark territory growls enemies ve stick head sand ostrich equally tenuous running joke involves friends guy torry constantly complains treating nicely black reverse racism declares blows smoke faces strangers element doesn work time mentioned increasingly trite recurrence don wise owl realize animal tame reason film colleen haskell makes big screen debut remember voted week week program survivor plays marvin sunny love interest role required actual acting comfortable marvin licks side face lapping dog yuck adorable disposition radiant smile playful innocence meg ryan making bad mediocre offering "	115	"Negative"
" good reason warner bros studio chose critics view steven seagal film opened piece toxic waste movie worst offering hit screen possibly ernest movies years ago fire centers story mining town god country eastern kentucky beauty natural goodness slowly destroyed uncaring mining magnate kris kristopherson constantly kill agent role turns filling mines kentucky toxic waste tidy profit seagal plays jack taggert aikido versed fighting machine agent epa cia fbi nsa environmental protection agency idea epa agents trained killers taggert find perpetrators bring justice written named jeb envision stereotypes incestuous relationships banjo picking preachers dumb nails rednecks script puts seagal smack dab middle scenarios discreetly fit seagal idea disguise long length leather jacket closer kinfolk fix people porches free great epa asset teaching agents fix porches slow plodding project total mess allure watching seagal watching outmaneuver enemies outnumber outgun seige bravado basically turns bullyness townsfolk foolish challenge seagal quickly subdued fight scenes quick senseless offers enjoyment whatsoever soap box message wears thin minutes annoying moment barges middle sunday church ceremony pulpit beseeches townsfolk control lives clean environment epitome moralistically mushy film person responsible toxic dumping kristopherson meets seagal kristopherson asks seagal seagal gallantly replies ll leave poison streams earth expecting patriotic music start blasting show fireworks background pompous showcase seagal righteousness narcissistic arrogance seagal vanguard bring genre filmplace enviro thriller deadly ground message poorly developed vehicles preserving mother earth save donate worthy environmentally conscious charity "	116	"Negative"
" states leaving george lucas adage crafting original star wars trilogy return jedi final installment series easily innovative action packed entertaining films dark eerie atmosphere oozed frame empire strikes back return jedi good triumphing decisively evil resolution love triangle walking teddy bears darth vader doesn intimidating time arrival emperor apparition creature played ian mcdiarmid vader turned henchman return jedi picks unspecified time conclusion empire strikes back luke skywalker mark hamill princess leia carrie fisher lando calrissian billy dee williams chewbacca peter mayhew cp anthony daniels kenny baker rescue mission luke home planet tatooine goal save han solo harrison ford clutches intergalactic gangster jabba hutt jabba home creepy stone fortress guarded hog nosed beasts added special effects play hysterical scene involving music group dreaded beast jabba sand barge effects top notch han freed cryo freeze rescued clutches evil jabba hutt back outer space rebel alliance face empire newest threat powerful death star activated spell doom stands emperor fleet prepares final battle luke company travel forest moon endor knock shield defends death star attacks befriended ewoks teddy bear native race luke fearing presence endangering group turns vader return jedi interesting elements scenes pitted luke emperor vader suitably tense acted technical point view space battles amazing easily hindering depicted previous films ships speed range movement dramatically improved level return jedi worth watching special effects special edition ships added making final space battle incredibly fun watch acting return jedi stronger previous films mark hamill harrison ford carrie fisher matured screen personas chemistry trio terrific empire billy dee williams human hero root newcomer ian mcdiarmid plays emperor suitably creepy cunning evil creature imposing vader star wars great fun watching star wars empire strikes back big screen return jedi generates greater sense enjoyment spectacular special effects adorable ewoks sinister jabba hutt evil emperor millenium falcon darth vader incredible betrayal destruction death star lovable yoda return jedi concludes greatest trilogies made huge bang congratulations george lucas innovative mind entertains continue entertain generations "	117	"Positive"
